scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
Franklin India Bluechip Fund,500,5000,1.01,6205.0,10,Anand Radhakrishnan,-0.01,0.92,0.91,0.0,6,Franklin Templeton Mutual Fund,2,Equity,Large Cap Mutual Funds,-1.0,25.1,9.7
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,0.0,0.95,0.88,0.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6
HSBC Large Cap Fund,500,5000,1.26,1405.0,10,Neelotpal Sahai,-0.01,0.99,0.99,0.01,6,HSBC Mutual Fund,2,Equity,Large Cap Mutual Funds,0.0,23.3,10.6
L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,0.0,1.15,0.98,0.0,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1
Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,-0.01,0.87,0.84,0.0,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1
HSBC Managed Solutions Growth Fund,500,5000,1.06,34.0,9,Gautam Bhupal,-0.01,0.8,0.76,0.0,6,HSBC Mutual Fund,2,Other,FoFs Domestic,0.6,22.2,9.2
L&T Flexi Cap Fund,500,5000,1.31,2884.0,10,Venugopal Manghat,0.0,1.1,0.89,-0.01,6,L&T Mutual Fund,2,Equity,Flexi Cap Funds,-0.3,34.1,11.7
L&T Large & Midcap Fund,500,5000,1.2,1620.0,10,Cheenu Gupta,0.02,1.26,0.99,0.01,6,L&T Mutual Fund,2,Equity,Large & Mid Cap Funds,1.7,36.2,12.0
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,0.0,0.83,0.71,0.0,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4
HDFC Tax Saver Fund,500,500,1.15,9723.0,10,Roshi Jain,0.03,0.85,0.81,0.05,6,HDFC Mutual Fund,2,Equity,ELSS Mutual Funds,10.0,31.0,10.3
DSP Focus Fund,500,500,1.08,1784.0,10,Vinit Sambre,-0.01,0.9,0.81,0.0,6,DSP Mutual Fund,2,Equity,Focused Funds,-1.7,20.4,8.9
UTI-Infrastructure Fund,500,5000,1.92,1445.0,10,Sachin Trivedi,0.02,0.96,0.82,0.03,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28.0,9.4
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,0.0,0.94,0.91,0.02,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9
Indiabulls Tax Savings Fund,500,500,0.5,36.0,5,Sumit Bhatnagar,0.0,0.89,0.86,0.01,6,Indiabulls Mutual Fund,2,Equity,ELSS Mutual Funds,1.0,22.3,7.8
Aditya Birla SL Equity Hybrid ’95 Fund,100,100,1.01,7046.0,10,Mahesh Patil,-0.03,0.71,0.69,-0.04,6,Aditya Birla Sun Life Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-5.7,20.4,7.7
Navi ELSS Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,-0.01,0.93,0.89,0.01,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5
PGIM India Large Cap Fund,1000,5000,0.98,427.0,10,Srinivas Rao Ravuri,0.01,0.93,0.92,0.02,6,PGIM India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9
HDFC Top 100 Fund,100,100,1.11,22139.0,10,Rahul Baijal,0.02,0.89,0.88,0.03,6,HDFC Mutual Fund,2,Equity,Large Cap Mutual Funds,6.6,28.6,11.9
Shriram Flexi Cap Fund,1000,5000,0.65,60.0,4,Deepak Ramaraju,0.0,0.91,0.88,0.01,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,
Franklin India Life Stage Fund,500,5000,0.87,10.0,10,Rajasa Kakulavarapu,-0.01,0.87,0.73,0.01,6,Franklin Templeton Mutual Fund,2,Other,FoFs Domestic,-0.7,33.7,11.3
HSBC Managed Solutions Moderate Fund,500,5000,0.76,58.0,9,Gautam Bhupal,-0.01,0.65,0.62,0.0,5,HSBC Mutual Fund,2,Other,FoFs Domestic,1.2,19.0,8.7
HSBC Aggressive Hybrid Fund,500,5000,0.87,4636.0,10,Shriram Ramanathan,-0.02,0.73,0.69,-0.01,6,HSBC Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.2,19.5,8.1
LIC MF Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,-0.01,0.92,0.86,0.0,6,LIC Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8
Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,0.01,0.92,0.78,0.03,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8
IDBI Hybrid Equity Fund,500,5000,1.67,171.0,6,Alok Ranjan,-0.02,0.7,0.68,-0.01,6,IDBI Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.8,17.5,7.0
Invesco India Equity & Bond Fund,500,1000,0.76,378.0,5,Dhimant Kothari,0.0,0.68,0.64,0.01,6,Invesco Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,1.5,17.4,
Indiabulls Bluechip Fund,500,500,1.27,91.0,10,Sumit Bhatnagar,0.0,0.95,0.96,0.02,6,Indiabulls Mutual Fund,2,Equity,Large Cap Mutual Funds,2.0,21.3,9.5
Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,0.01,0.89,0.86,0.02,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8
PGIM India Hybrid Equity Fund,1000,5000,0.68,217.0,10,Vivek Sharma,0.0,0.75,0.71,0.02,6,PGIM India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4.0,20.6,9.0
DSP Equity Savings Fund,500,500,0.4,535.0,7,Kedar Karnik,0.0,0.27,0.24,0.02,4,DSP Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,4.0,14.6,7.8
HSBC Equity Savings Fund,500,5000,0.62,150.0,10,Ritesh Jain,0.0,0.27,0.24,-0.01,3,HSBC Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.9,15.5,7.5
IDBI Equity Savings Fund,500,5000,1.15,9.77,10,Alok Ranjan,0.0,0.41,0.4,0.0,4,IDBI Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.5,11.8,7.2
Aditya Birla SL Equity Savings Fund,1000,1000,1.21,451.0,8,Dhaval Shah,-0.01,0.4,0.38,-0.01,4,Aditya Birla Sun Life Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,0.8,11.7,6.9
Aditya Birla SL Retirement-The 30s Plan-Dir Growth,500,1000,1.06,258.0,4,Dhaval Shah,-0.01,0.85,0.84,0.0,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,0.0,17.9,
AXIS Balanced Advantage Fund,1000,500,0.7,2077.0,6,Anupam Tiwari,-0.01,0.49,0.48,-0.01,6,Axis Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,1.2,12.4,8.0
UTI-Multi Asset Fund,500,5000,1.04,860.0,10,Sharwan Kumar Goyal,0.0,0.63,0.51,0.02,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5
Aditya Birla SL Bal Bhavishya Yojna – Dir Growth,500,1000,0.76,637.0,4,Atul Penkar,-0.01,0.89,0.87,0.0,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Childrens Funds,-0.7,17.1,
Aditya Birla SL Retirement-The 40s Plan-Dir Growth,500,1000,1.07,91.0,4,Dhaval Shah,-0.01,0.69,0.68,0.0,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,-0.1,15.0,
Edelweiss Banking & Psu Debt Fund,500,5000,0.26,355.0,10,Dhawal Dalal,0.0,0.18,0.05,-0.02,3,Edelweiss Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,6.9,7.9
DSP Regular Savings Fund,500,500,0.51,199.0,10,Vikram Chopra,0.0,0.24,0.21,0.0,3,DSP Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,3.0,10.8,6.0
Invesco India Dynamic Equity Fund,500,1000,0.95,612.0,10,Amit Ganatra,0.0,0.58,0.57,0.02,6,Invesco Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,15.4,7.4
Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,-0.01,0.29,0.26,-0.01,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1
Aditya Birla SL Banking&Financial Services-DirGrowth,1000,1000,1.17,2384.0,9,Dhaval Gala,0.01,1.16,1.07,0.02,6,Aditya Birla Sun Life Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,5.3,24.6,9.2
Invesco India Equity Savings Fund,500,1000,0.73,132.0,4,Dhimant Kothari,-0.01,0.36,0.34,-0.01,4,Invesco Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,1.2,9.6,
Union Equity Savings Fund,500,1000,1.47,133.0,5,Sanjay Bembalkar,-0.01,0.3,0.3,-0.01,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,
AXIS Dynamic Bond Fund,1000,5000,0.26,1733.0,10,R Sivakumar,-0.01,0.19,0.05,-0.02,3,Axis Mutual Fund,2,Debt,Dynamic Bond,3.4,6.5,7.7
L&T Conservative Hybrid Fund,1000,5000,1.56,39.0,10,Venugopal Manghat,-0.01,0.33,0.25,-0.03,4,L&T Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3
ICICI Pru Floating Interest Fund,100,500,0.62,11650.0,10,Rahul Goswami,0.01,0.08,0.01,0.1,2,ICICI Prudential Mutual Fund,2,Debt,Floater Mutual Funds,6.3,7.0,7.2
SBI Banking and PSU Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,0.0,0.06,0.02,-0.04,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0
Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,-0.01,0.16,0.04,-0.05,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2
Franklin India Banking & PSU Debt Fund,500,5000,0.16,712.0,9,Umesh Sharma,0.0,0.08,0.02,-0.02,2,Franklin Templeton Mutual Fund,2,Debt,Banking and PSU Mutual Funds,4.2,6.1,7.2
Nippon India Retirement Fund,500,500,0.85,172.0,8,Pranay Sinha,0.0,0.36,0.24,0.0,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4
Invesco India Short Term Fund,1000,1000,0.35,350.0,10,Vikas Garg,0.0,0.06,0.02,-0.04,2,Invesco Mutual Fund,2,Debt,Short Duration Funds,3.9,6.2,6.8
DSP Short Term Fund,500,500,0.3,2821.0,10,Laukik Bagwe,0.0,0.06,0.02,-0.02,2,DSP Mutual Fund,2,Debt,Short Duration Funds,4.1,6.1,6.7
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,0.0,0.23,0.2,0.01,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2
HSBC Short Duration Fund,500,5000,0.27,3592.0,10,Shriram Ramanathan,0.0,0.06,0.01,-0.04,2,HSBC Mutual Fund,2,Debt,Short Duration Funds,3.8,6.0,6.7
Baroda BNP Paribas Banking&Fin Serv Fund,500,5000,1.63,69.0,10,Miten Vora,0.01,1.12,1.03,0.02,6,Baroda BNP Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,19.2,9.1
Kotak Credit Risk Fund,1000,5000,0.74,1204.0,10,Deepak Agrawal,-0.01,0.15,0.03,-0.07,5,Kotak Mahindra Mutual Fund,2,Debt,Credit Risk Funds,1.6,5.9,6.4
ICICI Pru Savings Fund,100,100,0.4,21144.0,10,Rahul Goswami,0.01,0.06,0.01,0.1,2,ICICI Prudential Mutual Fund,2,Debt,Low Duration Funds,5.7,6.2,6.7
LIC MF Short Term Debt Fund,1000,5000,0.37,110.0,4,Marzban Irani,0.0,0.07,0.01,-0.05,3,LIC Mutual Fund,2,Debt,Short Duration Funds,3.7,5.7,
IDBI Banking & Financial Services Fund,500,5000,1.5,81.0,5,Alok Ranjan,0.01,1.17,1.1,0.02,6,IDBI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,4.8,20.3,
Baroda BNP Paribas Gilt Fund,500,5000,0.14,138.0,10,Mayank Prakash,0.0,0.11,0.02,-0.04,3,Baroda BNP Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,4.9,6.8
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.0,0.11,0.02,0.01,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9
DSP Corporate Bond Fund,500,500,0.25,2065.0,5,Vivek Ramakrishnan,-0.01,0.15,0.04,-0.05,3,DSP Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.6,5.6,
Baroda BNP Paribas Dynamic Bond Fund,300,1000,0.71,115.0,10,Mayank Prakash,0.0,0.11,0.02,0.02,3,Baroda BNP Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.7,6.6
HSBC Flexi Debt Fund,500,5000,0.94,54.0,10,Ritesh Jain,-0.01,0.14,0.01,-0.08,3,HSBC Mutual Fund,2,Debt,Dynamic Bond,1.7,32.4,13.3
HDFC Gilt Fund,100,100,0.46,1739.0,10,Anil Bamboli,0.0,0.15,0.03,-0.03,3,HDFC Mutual Fund,2,Debt,Gilt Mutual Funds,3.6,4.9,6.4
Bank of India Balanced Advantage Fund,1000,5000,2.07,90.0,9,Alok Singh,0.04,0.99,0.63,0.05,6,Bank of India Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,13.6,12.1,5.1
Invesco India Treasury Advantage Fund,100,1000,0.32,1230.0,10,Krishna Cheemalapati,0.0,0.03,0.01,0.08,2,Invesco Mutual Fund,2,Debt,Low Duration Funds,4.9,5.6,6.4
LIC MF Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,0.04,1.1,1.0,0.05,6,LIC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5
DSP Low Duration Fund,500,500,0.3,3340.0,8,Karan Mundhara,0.0,0.04,0.01,0.08,2,DSP Mutual Fund,2,Debt,Low Duration Funds,5.1,5.5,6.3
LIC MF Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,0.0,0.17,0.03,-0.01,3,LIC Mutual Fund,2,Debt,Medium to Long Duration Funds,4.4,4.7,6.2
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,0.0,0.08,0.02,-0.04,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1
Franklin India G-Sec Fund,500,10000,0.57,121.0,10,Sachin Padwal Desai,0.0,0.14,0.03,-0.03,3,Franklin Templeton Mutual Fund,2,Debt,Gilt Mutual Funds,3.5,4.1,6.3
HSBC Managed Solutions Conservative Fund,500,5000,0.54,34.0,9,Gautam Bhupal,-0.01,0.15,0.12,-0.03,3,HSBC Mutual Fund,2,Other,FoFs Domestic,3.2,6.7,5.9
Canara Robeco Savings Fund,1000,5000,0.31,1003.0,10,Kunal Jain,0.0,0.03,0.01,0.07,2,Canara Robeco Mutual Fund,2,Debt,Low Duration Funds,5.0,5.2,5.9
Union Corporate Bond Fund,1000,1000,0.45,390.0,5,Parijat Agrawal,-0.01,0.09,0.02,-0.06,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,
SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,0.0,0.02,0.0,0.15,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1
DSP Savings Fund,500,500,0.25,3903.0,10,Kedar Karnik,0.0,0.04,0.01,0.07,3,DSP Mutual Fund,2,Debt,Money Market Funds,5.0,5.3,5.9
Invesco India Money Market Fund,1000,1000,0.22,2294.0,10,Krishna Cheemalapati,0.0,0.03,0.01,0.07,2,Invesco Mutual Fund,2,Debt,Money Market Funds,5.0,5.1,5.8
Bank of India Ultra Short Duration Fund,1000,5000,0.36,118.0,10,Mithraem Bharucha,0.0,0.02,0.0,0.16,3,Bank of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.7,5.7
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,-0.01,0.14,0.03,-0.06,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3
Aditya Birla SL Retirement-The 50s Plan-Dir Growth,500,1000,0.63,27.0,4,Dhaval Shah,0.0,0.26,0.24,0.0,4,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,3.0,4.6,
PGIM India Arbitrage Fund,1000,5000,0.33,168.0,9,Utkarsh Katkoria,0.0,0.06,-0.02,0.04,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2
SBI Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,0.01,0.06,-0.02,0.08,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4
Canara Robeco Ultra Short Term Fund,500,500,0.4,565.0,10,Suman Prasad,0.0,0.02,0.0,0.16,2,Canara Robeco Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.5,5.3
HDFC Arbitrage Fund,100,100,0.43,5886.0,9,Arun Agarwal,0.0,0.07,-0.02,0.06,1,HDFC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.6,4.5,5.2
Invesco India Credit Risk Fund,1000,1000,0.28,129.0,9,Vikas Garg,0.0,0.07,0.02,-0.01,2,Invesco Mutual Fund,2,Debt,Credit Risk Funds,4.4,6.0,3.5
Indiabulls Short Term Fund,500,500,0.38,25.0,10,Karan Singh,0.0,0.07,0.01,-0.01,3,Indiabulls Mutual Fund,2,Debt,Short Duration Funds,4.4,5.1,5.9
Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,66.0,5,Rahul Pal,-0.01,0.14,0.02,-0.03,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,
LIC MF Arbitrage Fund,1000,5000,0.31,27.0,4,Jaiprakash Toshniwal,0.0,0.07,-0.02,0.05,1,LIC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.5,4.4,
ICICI Pru Liquid Fund,99,99,0.2,47245.0,10,Rahul Goswami,0.0,0.01,0.0,0.3,3,ICICI Prudential Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3
L&T Liquid Fund,1000,10000,0.15,8703.0,10,Shriram Ramanathan,0.0,0.01,0.0,0.06,2,L&T Mutual Fund,2,Debt,Liquid Mutual Funds,1.7,32.4,13.3
HDFC Liquid Fund,300,5000,0.2,49008.0,10,Anupam Joshi,0.0,0.01,0.0,0.3,2,HDFC Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3
Kotak Liquid Fund,1000,100,0.15,33220.0,10,Deepak Agrawal,0.0,0.01,0.0,0.31,3,Kotak Mahindra Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3
Canara Robeco Liquid Fund,1000,5000,0.11,2548.0,10,Kunal Jain,0.0,0.01,0.0,0.32,2,Canara Robeco Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.1,5.1
Indiabulls Arbitrage Fund,1000,500,0.58,14.0,8,Sumit Bhatnagar,0.0,0.06,-0.01,-0.02,1,Indiabulls Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,4.3,3.3,4.5
Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,0.0,0.02,0.0,0.17,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9
Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,0.0,0.01,0.0,0.3,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,
IIFL Liquid Fund,1000,5000,0.2,601.0,9,Milan Mody,0.0,0.01,0.0,0.29,3,IIFL Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,3.9,4.8
SBI Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,0.0,0.01,0.0,0.3,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6
ITI Liquid Fund,500,5000,0.09,31.0,4,Vikrant Mehta,0.0,0.01,0.0,0.31,1,ITI Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,3.9,
HDFC Overnight Fund,300,100,0.1,20146.0,10,Anil Bamboli,0.0,0.01,0.0,0.3,1,HDFC Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,4.6
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,0.0,0.08,0.02,0.02,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4
UTI-Medium Term Fund,500,500,1.0,54.0,8,Sunil Patil,0.0,0.11,0.02,-0.03,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6
Franklin India Overnight Fund,500,5000,0.1,152.0,4,Pallab Roy,0.0,0.01,0.0,0.29,1,Franklin Templeton Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,
Baroda BNP Paribas Corporate Bond Fund,300,5000,0.32,17.0,10,Mayank Prakash,-0.01,0.11,0.02,-0.07,2,Baroda BNP Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,5.6,4.4
Baroda BNP Paribas Medium Duration Fund,300,5000,0.69,37.0,9,Mayank Prakash,0.0,0.11,0.02,-0.03,3,Baroda BNP Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,5.0,3.5
JM Medium to Long Duration Fund,1000,5000,0.48,19.0,10,Gurvinder Singh Wasan,-0.01,0.2,0.04,-0.04,3,JM Financial Mutual Fund,2,Debt,Medium to Long Duration Funds,2.5,4.8,3.1
Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,0.0,0.03,0.01,0.15,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8
Nippon India Strategic Debt Fund,100,5000,1.4,151.0,9,Sushil Budhia,-0.01,0.1,0.02,-0.07,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9
Baroda BNP Paribas Money Market Fund,500,5000,0.2,111.0,4,Vikram Pamnani,0.0,0.02,0.0,0.12,2,Baroda BNP Paribas Mutual Fund,2,Debt,Money Market Funds,5.0,4.1,
Kotak Floating Rate Fund,1000,5000,0.22,4796.0,4,Deepak Agrawal,0.0,0.08,0.02,0.01,2,Kotak Mahindra Mutual Fund,2,Debt,Floater Mutual Funds,4.6,7.0,
WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141.0,4,Piyush Baranwal,0.0,0.02,0.0,0.19,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,
ITI Long Term Equity Fund,500,500,0.44,156.0,3,Dhimant Shah,0.0,0.88,0.83,0.01,6,ITI Mutual Fund,2,Equity,ELSS Mutual Funds,5.6,23.7,
Canara Robeco Overnight Fund,0,5000,0.1,216.0,4,Suman Prasad,0.0,0.01,0.0,0.3,1,Canara Robeco Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,
Edelweiss Overnight Fund,500,5000,0.1,480.0,4,Rahul Dedhia,0.0,0.01,0.0,0.29,1,Edelweiss Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,0.03,1.18,1.07,0.04,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,-0.02,1.1,0.8,-0.01,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,-0.05,1.13,0.91,-0.03,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,
AXIS Retirement Savings Fund,1000,5000,0.6,270.0,3,Jinesh Gopani,-0.03,0.65,0.52,-0.03,6,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-1.3,13.6,
AXIS Retirement Savings Fund,1000,5000,0.41,81.0,3,Jinesh Gopani,-0.02,0.36,0.3,-0.05,5,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-2.5,10.3,
BHARAT Bond FOF – April 2025 – Direct Growth,500,1000,0.06,3912.0,3,Dhawal Dalal,-0.01,0.14,0.02,-0.05,2,Edelweiss Mutual Fund,2,Other,FoFs Domestic,2.6,,
Union Medium Duration Fund,500,1000,0.64,170.0,3,Parijat Agrawal,-0.01,0.14,0.03,-0.06,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,,
HSBC Corporate Bond Fund,500,5000,0.35,157.0,2,Ritesh Jain,-0.01,0.09,0.01,-0.08,2,HSBC Mutual Fund,2,Debt,Corporate Bond Mutual Funds,1.7,32.4,13.3
Baroda BNP Paribas Banking & PSU Bond Fund,500,5000,0.39,40.0,2,Prashant Pimple,-0.01,0.1,0.02,-0.07,2,Baroda BNP Paribas Mutual Fund,2,Debt,Banking and PSU Mutual Funds,2.5,,
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345.0,2,Anand Nevatia,-0.01,0.1,0.02,-0.06,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.0,,
TRUSTMF Liquid Fund,1000,1000,0.1,205.0,2,Anand Nevatia,0.0,0.01,0.0,0.33,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,,
ITI Ultra Short Duration Fund,500,5000,0.1,119.0,2,Vikrant Mehta,0.0,0.02,0.0,0.19,2,ITI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,,
Invesco India Medium Duration Fund,1000,1000,0.4,306.0,2,Vikas Garg,-0.01,0.12,0.03,-0.04,3,Invesco Mutual Fund,2,Debt,Medium Duration Funds,3.5,,
AXIS Floater Fund,1000,5000,0.16,416.0,2,Aditya Pagaria,0.0,0.09,0.02,0.05,2,Axis Mutual Fund,2,Debt,Floater Mutual Funds,5.8,,
TRUSTMF Short Term Fund,1000,1000,0.23,94.0,2,Anand Nevatia,0.0,0.06,0.02,-0.02,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,,
Aditya Birla SL Midcap Fund,1000,1000,1.2,3436.0,10,Anil Shah,-0.02,0.96,0.77,-0.01,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Mid Cap Mutual Funds,-3.6,28.0,8.3
Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,0.01,0.72,0.04,0.02,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0
